일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2017/12/28","1641.05","6.41","0.39","1629.36","1641.98","1618.54","7627.0","334404.0","1.79051114E8"
"2017/12/27","1634.64","11.34","0.70","1611.43","1638.18","1598.74","7429.0","375711.0","1.78281655E8"
"2017/12/26","1623.30","6.15","0.38","1619.63","1631.66","1617.77","10913.0","446833.0","1.77091914E8"
"2017/12/22","1617.15","3.75","0.23","1616.52","1617.62","1600.39","15908.0","778524.0","1.76369917E8"
"2017/12/21","1613.40","-22.73","-1.39","1634.00","1635.20","1611.19","10665.0","471447.0","1.76136116E8"
"2017/12/20","1636.13","-8.54","-0.52","1638.87","1645.22","1631.24","12480.0","477708.0","1.78646867E8"
"2017/12/19","1644.67","-15.27","-0.92","1659.51","1663.84","1631.84","16185.0","468828.0","1.79342412E8"
"2017/12/18","1659.94","1.52","0.09","1658.38","1664.95","1646.52","29251.0","493786.0","1.81036277E8"
"2017/12/15","1658.42","29.14","1.79","1645.96","1658.42","1638.32","49358.0","701711.0","1.80850646E8"
"2017/12/14","1629.28","-15.75","-0.96","1645.23","1662.60","1629.28","17943.0","778830.0","1.78218762E8"
"2017/12/13","1645.03","19.40","1.19","1631.01","1647.63","1628.05","13660.0","441829.0","1.80016944E8"
"2017/12/12","1625.63","-3.19","-0.20","1623.58","1631.11","1615.93","23916.0","548574.0","1.77935896E8"
"2017/12/11","1628.82","-18.97","-1.15","1649.15","1650.68","1615.35","27174.0","626308.0","1.78258436E8"
"2017/12/08","1647.79","-23.39","-1.40","1665.06","1668.90","1641.37","39832.0","543863.0","1.80210542E8"
"2017/12/07","1671.18","-14.72","-0.87","1691.88","1692.86","1665.40","38254.0","581115.0","1.82801706E8"
"2017/12/06","1685.90","-14.30","-0.84","1700.21","1710.85","1685.16","8909.0","432230.0","1.84198688E8"
"2017/12/05","1700.20","13.73","0.81","1683.58","1706.68","1682.44","10388.0","406159.0","1.85624876E8"
"2017/12/04","1686.47","6.92","0.41","1681.12","1686.47","1672.31","7050.0","402283.0","1.84225988E8"
"2017/12/01","1679.55","-6.41","-0.38","1693.71","1697.10","1677.57","9227.0","476849.0","1.83444302E8"
"2017/11/30","1685.96","13.01","0.78","1694.17","1715.75","1685.96","14587.0","960200.0","1.84053231E8"
"2017/11/29","1672.95","9.47","0.57","1669.00","1680.61","1659.92","9612.0","530711.0","1.82918738E8"
"2017/11/28","1663.48","7.13","0.43","1656.26","1684.84","1648.97","11514.0","585758.0","1.82251568E8"
"2017/11/27","1656.35","-3.32","-0.20","1660.82","1668.88","1654.47","13806.0","582520.0","1.81657859E8"
"2017/11/24","1659.67","6.00","0.36","1650.68","1659.67","1644.39","7661.0","371685.0","1.82080833E8"
"2017/11/23","1653.67","6.42","0.39","1650.83","1656.35","1645.68","7773.0","385380.0","1.81460102E8"
"2017/11/22","1647.25","-8.81","-0.53","1657.45","1668.49","1644.13","10336.0","564619.0","1.80828113E8"
"2017/11/21","1656.06","-2.26","-0.14","1659.19","1666.97","1651.31","10169.0","705779.0","1.81833155E8"
