일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2009/12/30","1226.75","15.03","1.24","0.00","0.00","0.00","19857.0","487849.0","1.0085972E8"
"2009/12/29","1211.72","-2.28","-0.19","0.00","0.00","0.00","14284.0","344548.0","9.9730995E7"
"2009/12/28","1214.00","-9.45","-0.77","0.00","0.00","0.00","29228.0","712699.0","1.00048915E8"
"2009/12/24","1223.45","28.35","2.37","0.00","0.00","0.00","31707.0","658245.0","1.0112185E8"
"2009/12/23","1195.10","16.31","1.38","0.00","0.00","0.00","19659.0","450905.0","9.8740391E7"
"2009/12/22","1178.79","7.09","0.61","0.00","0.00","0.00","20487.0","385987.0","9.7511452E7"
"2009/12/21","1171.70","6.46","0.55","0.00","0.00","0.00","18077.0","417956.0","9.7048101E7"
"2009/12/18","1165.24","-3.52","-0.30","0.00","0.00","0.00","15344.0","389389.0","9.6675469E7"
"2009/12/17","1168.76","-5.88","-0.50","0.00","0.00","0.00","15586.0","403770.0","9.6923711E7"
"2009/12/16","1174.64","2.96","0.25","0.00","0.00","0.00","17147.0","453640.0","9.7546228E7"
"2009/12/15","1171.68","11.13","0.96","0.00","0.00","0.00","21743.0","643299.0","9.7241387E7"
"2009/12/14","1160.55","5.85","0.51","0.00","0.00","0.00","19542.0","438281.0","9.6323887E7"
"2009/12/11","1154.70","-7.08","-0.61","0.00","0.00","0.00","18777.0","500006.0","9.5810639E7"
"2009/12/10","1161.78","13.12","1.14","0.00","0.00","0.00","27860.0","859346.0","9.6307267E7"
"2009/12/09","1148.66","21.75","1.93","0.00","0.00","0.00","33225.0","623456.0","9.5396096E7"
"2009/12/08","1126.91","-2.82","-0.25","0.00","0.00","0.00","13188.0","326002.0","9.3839428E7"
"2009/12/07","1129.73","11.54","1.03","0.00","0.00","0.00","19093.0","525978.0","9.4179702E7"
"2009/12/04","1118.19","6.54","0.59","0.00","0.00","0.00","17752.0","437719.0","9.3151537E7"
"2009/12/03","1111.65","7.35","0.67","0.00","0.00","0.00","25546.0","449289.0","9.2572469E7"
"2009/12/02","1104.30","11.64","1.07","0.00","0.00","0.00","18068.0","516669.0","9.2062659E7"
"2009/12/01","1092.66","14.10","1.31","0.00","0.00","0.00","22466.0","512988.0","9.1320232E7"
"2009/11/30","1078.56","35.48","3.40","0.00","0.00","0.00","15275.0","492914.0","9.0208062E7"
"2009/11/27","1043.08","-49.98","-4.57","0.00","0.00","0.00","18561.0","554926.0","8.7601908E7"
"2009/11/26","1093.06","-13.19","-1.19","0.00","0.00","0.00","15550.0","587248.0","9.1721616E7"
"2009/11/25","1106.25","6.40","0.58","0.00","0.00","0.00","14537.0","279739.0","9.2309572E7"
"2009/11/24","1099.85","-0.87","-0.08","0.00","0.00","0.00","14697.0","365209.0","9.1662362E7"
"2009/11/23","1100.72","-16.15","-1.45","0.00","0.00","0.00","16419.0","384377.0","9.1729668E7"
"2009/11/20","1116.87","0.79","0.07","0.00","0.00","0.00","23944.0","378115.0","9.3025725E7"
"2009/11/19","1116.08","19.43","1.77","0.00","0.00","0.00","28555.0","502870.0","9.302619E7"
"2009/11/18","1096.65","13.81","1.28","0.00","0.00","0.00","22585.0","860776.0","9.1454614E7"
"2009/11/17","1082.84","-22.32","-2.02","0.00","0.00","0.00","17268.0","594509.0","9.0207942E7"
"2009/11/16","1105.16","13.22","1.21","0.00","0.00","0.00","17027.0","422964.0","9.1831361E7"
"2009/11/13","1091.94","-5.25","-0.48","0.00","0.00","0.00","15311.0","418697.0","9.0573051E7"
"2009/11/12","1097.19","-27.87","-2.48","0.00","0.00","0.00","13997.0","463371.0","9.098983E7"
"2009/11/11","1125.06","2.89","0.26","0.00","0.00","0.00","13790.0","339058.0","9.3148946E7"
"2009/11/10","1122.17","8.01","0.72","0.00","0.00","0.00","14166.0","481267.0","9.2931748E7"
"2009/11/09","1114.16","-9.38","-0.83","0.00","0.00","0.00","13583.0","369194.0","9.2247678E7"
"2009/11/06","1123.54","23.91","2.17","0.00","0.00","0.00","13499.0","435028.0","9.2953522E7"
"2009/11/05","1099.63","-28.60","-2.53","0.00","0.00","0.00","12589.0","347020.0","9.1161877E7"
"2009/11/04","1128.23","21.15","1.91","0.00","0.00","0.00","19260.0","420093.0","9.3438611E7"
"2009/11/03","1107.08","4.02","0.36","0.00","0.00","0.00","17665.0","445466.0","9.1866471E7"
"2009/11/02","1103.06","-36.71","-3.22","0.00","0.00","0.00","25694.0","707927.0","9.1476102E7"
"2009/10/30","1139.77","-29.13","-2.49","0.00","0.00","0.00","18904.0","679764.0","9.4393231E7"
"2009/10/29","1168.90","-8.16","-0.69","0.00","0.00","0.00","25472.0","703945.0","9.6400386E7"
"2009/10/28","1177.06","-20.17","-1.68","0.00","0.00","0.00","23041.0","669524.0","9.722434E7"
"2009/10/27","1197.23","14.05","1.19","0.00","0.00","0.00","23355.0","700201.0","9.8698306E7"
"2009/10/26","1183.18","28.35","2.45","0.00","0.00","0.00","25002.0","796832.0","9.7548948E7"
"2009/10/23","1154.83","33.15","2.96","0.00","0.00","0.00","29953.0","864517.0","9.5364302E7"
"2009/10/22","1121.68","-2.36","-0.21","0.00","0.00","0.00","24130.0","619177.0","9.2831384E7"
"2009/10/21","1124.04","11.93","1.07","0.00","0.00","0.00","30495.0","612343.0","9.2879941E7"
"2009/10/20","1112.11","5.68","0.51","0.00","0.00","0.00","37811.0","604970.0","9.1953657E7"
"2009/10/19","1106.43","8.70","0.79","0.00","0.00","0.00","24360.0","405318.0","9.1344158E7"
"2009/10/16","1097.73","-31.76","-2.81","0.00","0.00","0.00","35138.0","801040.0","9.0735911E7"
"2009/10/15","1129.49","-4.59","-0.40","0.00","0.00","0.00","36462.0","663767.0","9.3221185E7"
"2009/10/14","1134.08","12.49","1.11","0.00","0.00","0.00","21300.0","398245.0","9.3523133E7"
"2009/10/13","1121.59","-4.31","-0.38","0.00","0.00","0.00","24737.0","517477.0","9.2507967E7"
"2009/10/12","1125.90","-5.01","-0.44","0.00","0.00","0.00","16313.0","442014.0","9.3020904E7"
"2009/10/09","1130.91","26.48","2.40","0.00","0.00","0.00","22943.0","658995.0","9.3240639E7"
"2009/10/08","1104.43","28.77","2.67","0.00","0.00","0.00","38635.0","738029.0","9.1284994E7"
"2009/10/07","1075.66","-27.13","-2.46","0.00","0.00","0.00","32137.0","798574.0","8.8909907E7"
"2009/10/06","1102.79","-10.28","-0.92","0.00","0.00","0.00","41731.0","670494.0","9.0699003E7"
"2009/10/05","1113.07","-14.61","-1.30","0.00","0.00","0.00","29598.0","901216.0","9.1780149E7"
"2009/10/01","1127.68","-45.45","-3.87","0.00","0.00","0.00","35672.0","961468.0","9.3023635E7"
"2009/09/30","1173.13","-4.55","-0.39","0.00","0.00","0.00","26598.0","767415.0","9.6637008E7"
"2009/09/29","1177.68","4.61","0.39","0.00","0.00","0.00","27130.0","945136.0","9.7002271E7"
"2009/09/28","1173.07","-32.80","-2.72","0.00","0.00","0.00","25432.0","836878.0","9.6439725E7"
"2009/09/25","1205.87","24.97","2.11","0.00","0.00","0.00","25535.0","793699.0","9.8716375E7"
"2009/09/24","1180.90","-8.10","-0.68","0.00","0.00","0.00","37247.0","936281.0","9.6765641E7"
"2009/09/23","1189.00","10.56","0.90","0.00","0.00","0.00","31684.0","991847.0","9.7393793E7"
"2009/09/22","1178.44","43.43","3.83","0.00","0.00","0.00","29725.0","907487.0","9.6939738E7"
"2009/09/21","1135.01","-9.94","-0.87","0.00","0.00","0.00","21008.0","528554.0","9.3875256E7"
"2009/09/18","1144.95","-1.28","-0.11","0.00","0.00","0.00","28726.0","908686.0","9.4729797E7"
"2009/09/17","1146.23","-1.88","-0.16","0.00","0.00","0.00","34433.0","1008259.0","9.4554759E7"
"2009/09/16","1148.11","38.32","3.45","0.00","0.00","0.00","38267.0","1030059.0","9.4609487E7"
"2009/09/15","1109.79","19.77","1.81","0.00","0.00","0.00","35275.0","716249.0","9.1595319E7"
"2009/09/14","1090.02","-1.76","-0.16","0.00","0.00","0.00","28439.0","779109.0","9.0263506E7"
"2009/09/11","1091.78","-11.02","-1.00","0.00","0.00","0.00","27859.0","888215.0","9.0327469E7"
"2009/09/10","1102.80","12.06","1.11","0.00","0.00","0.00","32176.0","1017279.0","9.0842227E7"
"2009/09/09","1090.74","-31.39","-2.80","0.00","0.00","0.00","39521.0","944138.0","8.9782738E7"
"2009/09/08","1122.13","7.70","0.69","0.00","0.00","0.00","29570.0","791317.0","9.2082975E7"
"2009/09/07","1114.43","25.16","2.31","0.00","0.00","0.00","20571.0","683842.0","9.1512532E7"
"2009/09/04","1089.27","-14.94","-1.35","0.00","0.00","0.00","30835.0","893064.0","8.9782245E7"
"2009/09/03","1104.21","-31.13","-2.74","0.00","0.00","0.00","27703.0","822758.0","9.0943387E7"
"2009/09/02","1135.34","12.05","1.07","0.00","0.00","0.00","38298.0","1185786.0","9.3082099E7"
"2009/09/01","1123.29","42.95","3.98","0.00","0.00","0.00","31550.0","1079629.0","9.1915939E7"
"2009/08/31","1080.34","-13.44","-1.23","0.00","0.00","0.00","33171.0","1163580.0","8.8667054E7"
"2009/08/28","1093.78","30.17","2.84","0.00","0.00","0.00","38668.0","2029356.0","8.969809E7"
"2009/08/27","1063.61","-8.14","-0.76","0.00","0.00","0.00","23350.0","595660.0","8.7639664E7"
"2009/08/26","1071.75","-10.30","-0.95","0.00","0.00","0.00","27147.0","674242.0","8.8102555E7"
"2009/08/25","1082.05","-18.87","-1.71","0.00","0.00","0.00","27601.0","750134.0","8.8692227E7"
"2009/08/24","1100.92","27.57","2.57","0.00","0.00","0.00","34199.0","737962.0","9.0234698E7"
"2009/08/21","1073.35","14.24","1.34","0.00","0.00","0.00","34172.0","798472.0","8.8151184E7"
"2009/08/20","1059.11","34.97","3.41","0.00","0.00","0.00","35675.0","669420.0","8.7251166E7"
"2009/08/19","1024.14","19.90","1.98","0.00","0.00","0.00","27773.0","865175.0","8.448776E7"
"2009/08/18","1004.24","14.71","1.49","0.00","0.00","0.00","24990.0","551232.0","8.3126249E7"
"2009/08/17","989.53","-28.26","-2.78","0.00","0.00","0.00","21316.0","470474.0","8.2103691E7"
"2009/08/14","1017.79","7.26","0.72","0.00","0.00","0.00","23167.0","605087.0","8.4497505E7"
"2009/08/13","1010.53","12.05","1.21","0.00","0.00","0.00","41467.0","771019.0","8.3995347E7"
"2009/08/12","998.48","-10.56","-1.05","0.00","0.00","0.00","27173.0","605908.0","8.3185532E7"
"2009/08/11","1009.04","0.37","0.04","0.00","0.00","0.00","21571.0","604011.0","8.4081828E7"
"2009/08/10","1008.67","-1.15","-0.11","0.00","0.00","0.00","21297.0","453639.0","8.3939771E7"
"2009/08/07","1009.82","2.40","0.24","0.00","0.00","0.00","23722.0","473567.0","8.3949157E7"
"2009/08/06","1007.42","4.69","0.47","0.00","0.00","0.00","25505.0","517860.0","8.3612211E7"
"2009/08/05","1002.73","-17.75","-1.74","0.00","0.00","0.00","29270.0","578865.0","8.3244065E7"
"2009/08/04","1020.48","14.01","1.39","0.00","0.00","0.00","43509.0","801161.0","8.4582026E7"
"2009/08/03","1006.47","19.39","1.96","0.00","0.00","0.00","34387.0","705539.0","8.3708124E7"
"2009/07/31","987.08","12.16","1.25","0.00","0.00","0.00","36020.0","520927.0","8.2310937E7"
"2009/07/30","974.92","9.87","1.02","0.00","0.00","0.00","48491.0","446486.0","8.1344788E7"
"2009/07/29","965.05","0.33","0.03","0.00","0.00","0.00","55018.0","473993.0","8.0560463E7"
"2009/07/28","964.72","-3.83","-0.40","0.00","0.00","0.00","34760.0","498465.0","8.0603739E7"
"2009/07/27","968.55","22.20","2.35","0.00","0.00","0.00","40420.0","651837.0","8.1055327E7"
"2009/07/24","946.35","3.46","0.37","0.00","0.00","0.00","31675.0","466864.0","7.9039727E7"
"2009/07/23","942.89","-8.19","-0.86","0.00","0.00","0.00","50777.0","655123.0","7.8650845E7"
"2009/07/22","951.08","6.71","0.71","0.00","0.00","0.00","38535.0","597012.0","7.925001E7"
"2009/07/21","944.37","14.21","1.53","0.00","0.00","0.00","33143.0","669911.0","7.8665572E7"
"2009/07/20","930.16","32.90","3.67","0.00","0.00","0.00","32689.0","660536.0","7.7463923E7"
"2009/07/17","897.26","4.87","0.55","0.00","0.00","0.00","20994.0","358552.0","7.4772337E7"
"2009/07/16","892.39","5.30","0.60","0.00","0.00","0.00","35048.0","509538.0","7.4335842E7"
"2009/07/15","887.09","15.52","1.78","0.00","0.00","0.00","24791.0","462593.0","7.2976427E7"
"2009/07/14","871.57","0.33","0.04","0.00","0.00","0.00","32895.0","475988.0","7.1637301E7"
"2009/07/13","871.24","-31.10","-3.45","0.00","0.00","0.00","31378.0","512809.0","7.1759522E7"
"2009/07/10","902.34","-2.08","-0.23","0.00","0.00","0.00","21113.0","359330.0","7.4382974E7"
"2009/07/09","904.42","3.26","0.36","0.00","0.00","0.00","29494.0","602306.0","7.4458434E7"
"2009/07/08","901.16","11.29","1.27","0.00","0.00","0.00","39327.0","548134.0","7.4039521E7"
"2009/07/07","889.87","11.95","1.36","0.00","0.00","0.00","49375.0","527788.0","7.3176839E7"
"2009/07/06","877.92","6.05","0.69","0.00","0.00","0.00","42072.0","426662.0","7.2278869E7"
"2009/07/03","871.87","-1.08","-0.12","0.00","0.00","0.00","26165.0","301365.0","7.1980803E7"
"2009/07/02","872.95","-7.18","-0.82","0.00","0.00","0.00","44273.0","432057.0","7.2013248E7"
"2009/07/01","880.13","-0.04","0.00","0.00","0.00","0.00","33586.0","429617.0","7.2641053E7"
"2009/06/30","880.17","1.01","0.11","0.00","0.00","0.00","72711.0","466995.0","7.2508976E7"
"2009/06/29","879.16","-3.77","-0.43","0.00","0.00","0.00","49007.0","349944.0","7.2275031E7"
"2009/06/26","882.93","4.27","0.49","0.00","0.00","0.00","42650.0","392391.0","7.2595539E7"
"2009/06/25","878.66","21.56","2.52","0.00","0.00","0.00","75324.0","530082.0","7.2237441E7"
"2009/06/24","857.10","-0.82","-0.10","0.00","0.00","0.00","56235.0","361268.0","7.0450855E7"
"2009/06/23","857.92","-14.22","-1.63","0.00","0.00","0.00","104576.0","525254.0","7.048445E7"
"2009/06/22","872.14","4.58","0.53","0.00","0.00","0.00","31742.0","437635.0","7.291036E7"
"2009/06/19","867.56","18.69","2.20","0.00","0.00","0.00","61684.0","505818.0","7.2590044E7"
"2009/06/18","848.87","0.99","0.12","0.00","0.00","0.00","35233.0","361230.0","7.1231067E7"
"2009/06/17","847.88","2.13","0.25","0.00","0.00","0.00","33935.0","393258.0","7.1135969E7"
"2009/06/16","845.75","-10.26","-1.20","0.00","0.00","0.00","49448.0","407468.0","7.0951085E7"
"2009/06/15","856.01","-12.87","-1.48","0.00","0.00","0.00","29860.0","385599.0","7.1683439E7"
"2009/06/12","868.88","6.61","0.77","0.00","0.00","0.00","30177.0","433471.0","7.2920274E7"
"2009/06/11","862.27","0.46","0.05","0.00","0.00","0.00","37693.0","662259.0","7.1769909E7"
"2009/06/10","861.81","38.35","4.66","0.00","0.00","0.00","46444.0","554430.0","7.1490948E7"
"2009/06/09","823.46","-8.97","-1.08","0.00","0.00","0.00","27273.0","456542.0","6.8244983E7"
"2009/06/08","832.43","-13.26","-1.57","0.00","0.00","0.00","31749.0","487048.0","6.9115493E7"
"2009/06/05","845.69","-4.76","-0.56","0.00","0.00","0.00","28213.0","456162.0","7.0102439E7"
"2009/06/04","850.45","-12.03","-1.39","0.00","0.00","0.00","48791.0","776721.0","7.0409332E7"
"2009/06/03","862.48","-2.79","-0.32","0.00","0.00","0.00","101540.0","848243.0","7.174222E7"
"2009/06/02","865.27","-13.69","-1.56","0.00","0.00","0.00","57869.0","936680.0","7.1778762E7"
"2009/06/01","878.96","6.78","0.78","0.00","0.00","0.00","53655.0","782254.0","7.2762403E7"
"2009/05/29","872.18","-1.55","-0.18","0.00","0.00","0.00","50888.0","778399.0","7.2073071E7"
"2009/05/28","873.73","28.35","3.35","0.00","0.00","0.00","58912.0","727869.0","7.2125843E7"
"2009/05/27","845.38","6.46","0.77","0.00","0.00","0.00","53874.0","719457.0","6.9859057E7"
"2009/05/26","838.92","-12.08","-1.42","0.00","0.00","0.00","45992.0","851215.0","6.9628309E7"
"2009/05/25","851.00","14.25","1.70","0.00","0.00","0.00","53115.0","830795.0","7.0684241E7"
"2009/05/22","836.75","-26.12","-3.03","0.00","0.00","0.00","70587.0","674423.0","6.9426375E7"
"2009/05/21","862.87","1.70","0.20","0.00","0.00","0.00","82609.0","754956.0","7.1383773E7"
"2009/05/20","861.17","6.86","0.80","0.00","0.00","0.00","74368.0","705859.0","7.1227753E7"
"2009/05/19","854.31","20.99","2.52","0.00","0.00","0.00","96182.0","686106.0","7.0622504E7"
"2009/05/18","833.32","8.20","0.99","0.00","0.00","0.00","54290.0","564763.0","6.8998763E7"
"2009/05/15","825.12","0.27","0.03","0.00","0.00","0.00","85947.0","673586.0","6.8365714E7"
"2009/05/14","824.85","-12.09","-1.44","0.00","0.00","0.00","103298.0","909227.0","6.8405194E7"
"2009/05/13","836.94","13.45","1.63","0.00","0.00","0.00","52848.0","502463.0","6.9208758E7"
"2009/05/12","823.49","4.34","0.53","0.00","0.00","0.00","46633.0","500646.0","6.8010775E7"
"2009/05/11","819.15","2.22","0.27","0.00","0.00","0.00","38917.0","560359.0","6.7650436E7"
"2009/05/08","816.93","-4.89","-0.60","0.00","0.00","0.00","50904.0","593069.0","6.736128E7"
"2009/05/07","821.82","-10.27","-1.23","0.00","0.00","0.00","33771.0","594556.0","6.7568811E7"
"2009/05/06","832.09","-1.35","-0.16","0.00","0.00","0.00","44046.0","627733.0","6.8188905E7"
"2009/05/04","833.44","11.70","1.42","0.00","0.00","0.00","43259.0","571562.0","6.8100401E7"
"2009/04/30","821.74","23.76","2.98","0.00","0.00","0.00","40306.0","686141.0","6.6979486E7"
"2009/04/29","797.98","23.81","3.08","0.00","0.00","0.00","27780.0","416919.0","6.4872777E7"
"2009/04/28","774.17","-18.25","-2.30","0.00","0.00","0.00","31412.0","493752.0","6.2915836E7"
"2009/04/27","792.42","0.00","0.00","0.00","0.00","0.00","31972.0","507535.0","6.4498088E7"
"2009/04/24","792.42","-2.38","-0.30","0.00","0.00","0.00","35390.0","615935.0","6.4564235E7"
"2009/04/23","794.80","11.40","1.46","0.00","0.00","0.00","39969.0","687108.0","6.4812195E7"
"2009/04/22","783.40","11.85","1.54","0.00","0.00","0.00","41580.0","553016.0","6.3981731E7"
"2009/04/21","771.55","-0.45","-0.06","0.00","0.00","0.00","34535.0","423904.0","6.3076186E7"
"2009/04/20","772.00","2.94","0.38","0.00","0.00","0.00","33262.0","390525.0","6.2811118E7"
"2009/04/17","769.06","-2.65","-0.34","0.00","0.00","0.00","40828.0","638007.0","6.2467036E7"
"2009/04/16","771.71","-5.66","-0.73","0.00","0.00","0.00","52006.0","793000.0","6.3028751E7"
"2009/04/15","777.37","-3.93","-0.50","0.00","0.00","0.00","59099.0","557636.0","6.3722762E7"
"2009/04/14","781.30","5.78","0.75","0.00","0.00","0.00","70156.0","680990.0","6.3993306E7"
"2009/04/13","775.52","9.89","1.29","0.00","0.00","0.00","46833.0","687246.0","6.3379374E7"
"2009/04/10","765.63","-1.41","-0.18","0.00","0.00","0.00","42799.0","687694.0","6.2613658E7"
"2009/04/09","767.04","38.26","5.25","0.00","0.00","0.00","49442.0","739857.0","6.2551052E7"
"2009/04/08","728.78","-25.12","-3.33","0.00","0.00","0.00","39970.0","650735.0","5.9569379E7"
"2009/04/07","753.90","8.70","1.17","0.00","0.00","0.00","36055.0","560842.0","6.1458276E7"
"2009/04/06","745.20","5.59","0.76","0.00","0.00","0.00","42412.0","712051.0","6.069734E7"
"2009/04/03","739.61","3.60","0.49","0.00","0.00","0.00","37210.0","818084.0","6.0117721E7"
"2009/04/02","736.01","26.91","3.79","0.00","0.00","0.00","37691.0","707997.0","5.9697534E7"
"2009/04/01","709.10","22.62","3.30","0.00","0.00","0.00","35410.0","630728.0","5.7287169E7"
"2009/03/31","686.48","15.61","2.33","0.00","0.00","0.00","29394.0","489297.0","5.5420492E7"
"2009/03/30","670.87","-18.02","-2.62","0.00","0.00","0.00","27156.0","409270.0","5.433747E7"
"2009/03/27","688.89","-3.07","-0.44","0.00","0.00","0.00","48735.0","724089.0","5.5950574E7"
"2009/03/26","691.96","7.78","1.14","0.00","0.00","0.00","36574.0","621819.0","5.6073854E7"
"2009/03/25","684.18","-4.69","-0.68","0.00","0.00","0.00","21139.0","395301.0","5.5323478E7"
"2009/03/24","688.87","8.69","1.28","0.00","0.00","0.00","23284.0","405847.0","5.5624853E7"
"2009/03/23","680.18","10.61","1.58","0.00","0.00","0.00","22711.0","366708.0","5.5017225E7"
"2009/03/20","669.57","3.92","0.59","0.00","0.00","0.00","18233.0","339103.0","5.42518E7"
"2009/03/19","665.65","-10.28","-1.52","0.00","0.00","0.00","27023.0","481975.0","5.3924652E7"
"2009/03/18","675.93","8.10","1.21","0.00","0.00","0.00","24446.0","394955.0","5.4588944E7"
"2009/03/17","667.83","18.17","2.80","0.00","0.00","0.00","26625.0","416807.0","5.3938039E7"
"2009/03/16","649.66","13.37","2.10","0.00","0.00","0.00","23989.0","389892.0","5.2419607E7"
"2009/03/13","636.29","1.76","0.28","0.00","0.00","0.00","24988.0","404952.0","5.1317278E7"
"2009/03/12","634.53","0.54","0.09","0.00","0.00","0.00","25858.0","489646.0","5.1140141E7"
"2009/03/11","633.99","12.34","1.99","0.00","0.00","0.00","30119.0","424215.0","5.1137899E7"
"2009/03/10","621.65","2.55","0.41","0.00","0.00","0.00","22359.0","345360.0","5.0013413E7"
"2009/03/09","619.10","10.84","1.78","0.00","0.00","0.00","20176.0","296549.0","4.9776075E7"
"2009/03/06","608.26","2.66","0.44","0.00","0.00","0.00","15150.0","237632.0","4.8865023E7"
"2009/03/05","605.60","-1.10","-0.18","0.00","0.00","0.00","20330.0","336328.0","4.8696668E7"
"2009/03/04","606.70","15.69","2.65","0.00","0.00","0.00","20164.0","307663.0","4.8703453E7"
"2009/03/03","591.01","13.24","2.29","0.00","0.00","0.00","20532.0","281795.0","4.7447683E7"
"2009/03/02","577.77","-23.94","-3.98","0.00","0.00","0.00","19261.0","259268.0","4.6606893E7"
"2009/02/27","601.71","5.46","0.92","0.00","0.00","0.00","20419.0","279714.0","4.8564096E7"
"2009/02/26","596.25","-6.66","-1.10","0.00","0.00","0.00","50274.0","539827.0","4.8023553E7"
"2009/02/25","602.91","2.38","0.40","0.00","0.00","0.00","22190.0","330456.0","4.8596781E7"
"2009/02/24","600.53","-18.84","-3.04","0.00","0.00","0.00","16576.0","254544.0","4.8452258E7"
"2009/02/23","619.37","20.58","3.44","0.00","0.00","0.00","18514.0","254237.0","4.9935201E7"
"2009/02/20","598.79","-19.08","-3.09","0.00","0.00","0.00","23393.0","240701.0","4.8245347E7"
"2009/02/19","617.87","-1.78","-0.29","0.00","0.00","0.00","30439.0","297739.0","4.9806146E7"
"2009/02/18","619.65","-11.61","-1.84","0.00","0.00","0.00","21411.0","294538.0","5.0045364E7"
"2009/02/17","631.26","-25.20","-3.84","0.00","0.00","0.00","25459.0","312124.0","5.1057449E7"
"2009/02/16","656.46","-10.87","-1.63","0.00","0.00","0.00","22749.0","276414.0","5.321091E7"
"2009/02/13","667.33","7.11","1.08","0.00","0.00","0.00","21573.0","291792.0","5.4102965E7"
"2009/02/12","660.22","-5.85","-0.88","0.00","0.00","0.00","26637.0","393361.0","5.3423493E7"
"2009/02/11","666.07","-3.85","-0.57","0.00","0.00","0.00","21252.0","293603.0","5.3851802E7"
"2009/02/10","669.92","-0.56","-0.08","0.00","0.00","0.00","23745.0","330231.0","5.4192367E7"
"2009/02/09","670.48","-4.80","-0.71","0.00","0.00","0.00","32206.0","395517.0","5.4227113E7"
"2009/02/06","675.28","16.06","2.44","0.00","0.00","0.00","36927.0","425507.0","5.4615948E7"
"2009/02/05","659.22","-10.33","-1.54","0.00","0.00","0.00","29180.0","462353.0","5.3428216E7"
"2009/02/04","669.55","26.73","4.16","0.00","0.00","0.00","39074.0","616158.0","5.4347727E7"
"2009/02/03","642.82","10.87","1.72","0.00","0.00","0.00","20148.0","357874.0","5.2324512E7"
"2009/02/02","631.95","-3.30","-0.52","0.00","0.00","0.00","18892.0","357334.0","5.1512177E7"
"2009/01/30","635.25","-4.45","-0.70","0.00","0.00","0.00","18730.0","311450.0","5.1822103E7"
"2009/01/29","639.70","13.05","2.08","0.00","0.00","0.00","24677.0","419630.0","5.2162952E7"
"2009/01/28","626.65","40.69","6.94","0.00","0.00","0.00","25452.0","373822.0","5.1006197E7"
"2009/01/23","585.96","-11.42","-1.91","0.00","0.00","0.00","18278.0","279156.0","4.7934827E7"
"2009/01/22","597.38","1.24","0.21","0.00","0.00","0.00","29067.0","410921.0","4.8882126E7"
"2009/01/21","596.14","-7.61","-1.26","0.00","0.00","0.00","20100.0","288259.0","4.8578413E7"
"2009/01/20","603.75","-10.33","-1.68","0.00","0.00","0.00","17093.0","266203.0","4.9226687E7"
"2009/01/19","614.08","8.50","1.40","0.00","0.00","0.00","15708.0","259131.0","5.0027131E7"
"2009/01/16","605.58","5.84","0.97","0.00","0.00","0.00","19131.0","344201.0","4.9130464E7"
"2009/01/15","599.74","-44.17","-6.86","0.00","0.00","0.00","23474.0","381483.0","4.87244E7"
"2009/01/14","643.91","16.32","2.60","0.00","0.00","0.00","21124.0","344553.0","5.2249981E7"
