일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2019/12/30","1401.43","2.49","0.18","1401.72","1411.25","1397.96","5998.0","323333.0","1.49159036E8"
"2019/12/27","1398.94","-8.98","-0.64","1388.88","1410.96","1383.42","7067.0","333873.0","1.48902131E8"
"2019/12/26","1407.92","4.76","0.34","1404.95","1410.13","1397.66","5612.0","296602.0","1.49850149E8"
"2019/12/24","1403.16","-8.50","-0.60","1411.03","1411.54","1400.44","5927.0","307628.0","1.49401463E8"
"2019/12/23","1411.66","-3.44","-0.24","1416.79","1419.87","1407.91","9641.0","422675.0","1.5023094E8"
"2019/12/20","1415.10","3.23","0.23","1416.90","1417.02","1403.26","7124.0","414527.0","1.50595797E8"
"2019/12/19","1411.87","1.83","0.13","1407.37","1412.07","1396.43","6430.0","384681.0","1.50198865E8"
"2019/12/18","1410.04","9.26","0.66","1398.39","1413.03","1396.82","7769.0","428814.0","1.4981394E8"
"2019/12/17","1400.78","8.86","0.64","1397.56","1405.79","1391.54","8989.0","620033.0","1.49002677E8"
"2019/12/16","1391.92","-6.12","-0.44","1400.20","1400.59","1389.47","6977.0","404112.0","1.48162517E8"
"2019/12/13","1398.04","6.77","0.49","1401.59","1409.85","1390.98","8523.0","481360.0","1.48680369E8"
"2019/12/12","1391.27","15.63","1.14","1377.04","1392.95","1375.94","17280.0","1231791.0","1.47866126E8"
"2019/12/11","1375.64","0.07","0.01","1370.23","1379.92","1366.44","7351.0","403831.0","1.46243718E8"
"2019/12/10","1375.57","12.77","0.94","1356.34","1379.16","1354.89","5614.0","331200.0","1.46165749E8"
"2019/12/09","1362.80","-2.66","-0.19","1364.20","1368.46","1360.41","6910.0","339245.0","1.44837703E8"
"2019/12/06","1365.46","7.34","0.54","1364.98","1366.20","1355.39","6026.0","404262.0","1.45279472E8"
"2019/12/05","1358.12","-15.19","-1.11","1372.14","1379.01","1353.14","7411.0","474821.0","1.44452474E8"
"2019/12/04","1373.31","1.82","0.13","1359.80","1378.07","1355.69","6834.0","476389.0","1.46058486E8"
"2019/12/03","1371.49","3.41","0.25","1360.46","1371.49","1353.57","5829.0","348326.0","1.45960982E8"
"2019/12/02","1368.08","5.11","0.37","1364.44","1368.08","1354.20","6113.0","362734.0","1.45643436E8"
"2019/11/29","1362.97","-28.39","-2.04","1396.87","1397.95","1359.24","7342.0","447417.0","1.45122672E8"
"2019/11/28","1391.36","2.60","0.19","1379.82","1394.17","1377.16","6780.0","390687.0","1.48021911E8"
"2019/11/27","1388.76","7.57","0.55","1390.73","1396.74","1386.42","8402.0","365703.0","1.47722514E8"
"2019/11/26","1381.19","-22.46","-1.60","1399.93","1399.96","1380.64","11528.0","747310.0","1.46999082E8"
"2019/11/25","1403.65","21.02","1.52","1387.91","1405.19","1386.22","7490.0","431102.0","1.49281083E8"
"2019/11/22","1382.63","1.20","0.09","1380.98","1390.57","1375.89","8731.0","390263.0","1.46870643E8"
"2019/11/21","1381.43","-10.98","-0.79","1392.86","1396.38","1372.28","9577.0","492611.0","1.46756011E8"
"2019/11/20","1392.41","-8.50","-0.61","1391.68","1400.72","1386.27","8257.0","419593.0","1.47956433E8"
"2019/11/19","1400.91","-10.12","-0.72","1405.38","1413.90","1398.43","9171.0","396054.0","1.48919873E8"
"2019/11/18","1411.03","-4.01","-0.28","1407.40","1414.47","1404.04","6735.0","346052.0","1.50088091E8"
"2019/11/15","1415.04","18.23","1.31","1396.94","1419.73","1391.86","8982.0","390443.0","1.50579915E8"
"2019/11/14","1396.81","14.47","1.05","1388.17","1396.81","1383.04","7584.0","374767.0","1.48732195E8"
"2019/11/13","1382.34","-12.65","-0.91","1391.44","1400.41","1381.88","7740.0","394930.0","1.47232482E8"
"2019/11/12","1394.99","13.69","0.99","1387.81","1396.05","1377.53","9031.0","509772.0","1.48568264E8"
"2019/11/11","1381.30","-6.51","-0.47","1388.00","1392.07","1378.88","5938.0","292288.0","1.47160957E8"
"2019/11/08","1387.81","-6.28","-0.45","1394.12","1395.31","1383.38","6557.0","358257.0","1.47830539E8"
"2019/11/07","1394.09","3.20","0.23","1387.61","1398.30","1385.36","7254.0","419809.0","1.48526114E8"
"2019/11/06","1390.89","-1.80","-0.13","1394.14","1406.05","1390.85","8681.0","503653.0","1.48244951E8"
"2019/11/05","1392.69","7.62","0.55","1389.34","1395.04","1384.39","8000.0","374811.0","1.48363883E8"
"2019/11/04","1385.07","12.66","0.92","1377.62","1387.39","1373.76","8084.0","397710.0","1.47604251E8"
"2019/11/01","1372.41","15.18","1.12","1355.99","1374.44","1354.18","7364.0","348442.0","1.46032633E8"
"2019/10/31","1357.23","2.52","0.19","1352.43","1371.14","1352.10","8428.0","453825.0","1.44556904E8"
"2019/10/30","1354.71","-4.55","-0.33","1366.05","1366.77","1351.33","7560.0","400843.0","1.44224338E8"
"2019/10/29","1359.26","11.78","0.87","1353.61","1362.56","1350.92","8346.0","417969.0","1.44904904E8"
"2019/10/28","1347.48","-2.65","-0.20","1357.07","1361.59","1346.35","9592.0","509856.0","1.43676514E8"
"2019/10/25","1350.13","6.18","0.46","1347.48","1353.10","1339.06","9828.0","473360.0","1.43707155E8"
"2019/10/24","1343.95","5.58","0.42","1335.92","1345.71","1331.40","9297.0","365155.0","1.43029509E8"
"2019/10/23","1338.37","-4.12","-0.31","1339.37","1344.14","1328.37","6825.0","329823.0","1.42463955E8"
"2019/10/22","1342.49","6.32","0.47","1336.89","1346.29","1329.65","8133.0","327400.0","1.4293469E8"
"2019/10/21","1336.17","-4.38","-0.33","1343.14","1343.14","1333.24","5289.0","250679.0","1.42303124E8"
"2019/10/18","1340.55","-1.79","-0.13","1353.02","1355.70","1337.16","7076.0","350847.0","1.42777842E8"
"2019/10/17","1342.34","-0.40","-0.03","1342.26","1355.93","1338.76","7198.0","370346.0","1.43070755E8"
"2019/10/16","1342.74","6.37","0.48","1338.95","1344.94","1332.33","6974.0","359670.0","1.43163194E8"
"2019/10/15","1336.37","8.98","0.68","1328.79","1338.68","1328.61","7561.0","394951.0","1.42386211E8"
"2019/10/14","1327.39","-11.48","-0.86","1343.10","1348.31","1326.42","7578.0","452400.0","1.41337958E8"
"2019/10/11","1338.87","4.58","0.34","1344.81","1364.44","1338.87","7613.0","414393.0","1.42399358E8"
"2019/10/10","1334.29","-18.43","-1.36","1339.57","1343.01","1319.43","11142.0","526931.0","1.41785725E8"
"2019/10/08","1352.72","6.94","0.52","1343.18","1357.54","1341.29","7941.0","332752.0","1.43794944E8"
"2019/10/07","1345.78","5.71","0.43","1344.90","1351.14","1339.45","5374.0","254598.0","1.43072911E8"
"2019/10/04","1340.07","-23.43","-1.72","1355.79","1361.51","1337.90","7938.0","416553.0","1.42456471E8"
"2019/10/02","1363.50","-28.08","-2.02","1379.90","1385.68","1362.09","8056.0","412653.0","1.44932724E8"
"2019/10/01","1391.58","-7.27","-0.52","1393.19","1404.45","1385.48","6777.0","369447.0","1.47994723E8"
"2019/09/30","1398.85","10.76","0.78","1390.41","1404.15","1385.55","6841.0","338262.0","1.48591552E8"
"2019/09/27","1388.09","-4.60","-0.33","1399.85","1399.85","1379.43","6703.0","358760.0","1.47510297E8"
"2019/09/26","1392.69","-16.62","-1.18","1416.46","1417.43","1383.39","7574.0","399635.0","1.48149284E8"
"2019/09/25","1409.31","-5.27","-0.37","1410.36","1417.68","1401.59","8834.0","408264.0","1.4982803E8"
"2019/09/24","1414.58","10.89","0.78","1415.68","1422.50","1404.47","12870.0","552182.0","1.50404733E8"
"2019/09/23","1403.69","19.49","1.41","1386.21","1408.38","1385.54","9137.0","523782.0","1.49251967E8"
"2019/09/20","1384.20","13.47","0.98","1371.65","1384.53","1369.44","8493.0","475788.0","1.47246394E8"
"2019/09/19","1370.73","-3.43","-0.25","1367.81","1378.60","1365.35","6352.0","342785.0","1.45920581E8"
"2019/09/18","1374.16","2.15","0.16","1369.09","1379.16","1364.12","6200.0","343803.0","1.46216697E8"
"2019/09/17","1372.01","-0.24","-0.02","1366.54","1372.70","1362.59","6814.0","394169.0","1.46042911E8"
"2019/09/16","1372.25","0.38","0.03","1377.15","1379.63","1363.74","8094.0","442189.0","1.46108391E8"
"2019/09/11","1371.87","14.10","1.04","1367.63","1372.13","1360.14","11341.0","590350.0","1.46027758E8"
"2019/09/10","1357.77","3.79","0.28","1357.23","1363.36","1351.25","6642.0","349751.0","1.44399459E8"
"2019/09/09","1353.98","-0.75","-0.06","1355.01","1364.76","1346.95","6182.0","340069.0","1.43906917E8"
"2019/09/06","1354.73","-2.26","-0.17","1358.10","1361.17","1348.54","6362.0","300180.0","1.44017595E8"
"2019/09/05","1356.99","-10.11","-0.74","1361.81","1369.64","1353.65","8201.0","417901.0","1.44300461E8"
"2019/09/04","1367.10","8.18","0.60","1358.77","1367.10","1350.69","7129.0","366105.0","1.45375515E8"
"2019/09/03","1358.92","-4.02","-0.29","1362.50","1366.90","1351.62","7766.0","420756.0","1.44446506E8"
"2019/09/02","1362.94","12.91","0.96","1342.78","1365.83","1341.66","5444.0","288478.0","1.44838942E8"
"2019/08/30","1350.03","10.83","0.81","1342.30","1352.30","1342.30","8056.0","421967.0","1.43548493E8"
"2019/08/29","1339.20","-0.97","-0.07","1348.30","1351.04","1337.70","7827.0","465548.0","1.42511237E8"
"2019/08/28","1340.17","23.61","1.79","1336.37","1348.90","1335.84","8360.0","449851.0","1.42704242E8"
"2019/08/27","1316.56","2.40","0.18","1322.28","1330.00","1310.69","9266.0","539512.0","1.40191325E8"
"2019/08/26","1314.16","-15.79","-1.19","1307.27","1321.18","1304.23","5999.0","298575.0","1.40110686E8"
"2019/08/23","1329.95","9.56","0.72","1316.84","1333.86","1316.63","6646.0","344004.0","1.41733478E8"
"2019/08/22","1320.39","-11.67","-0.88","1331.58","1335.43","1320.30","8467.0","421720.0","1.40712272E8"
"2019/08/21","1332.06","-4.03","-0.30","1335.66","1340.92","1321.15","8172.0","414879.0","1.41931928E8"
"2019/08/20","1336.09","-0.48","-0.04","1334.28","1338.97","1324.03","8513.0","435630.0","1.42266361E8"
"2019/08/19","1336.57","8.76","0.66","1329.45","1338.99","1325.97","8072.0","337990.0","1.42327205E8"
"2019/08/16","1327.81","-9.96","-0.74","1327.68","1331.07","1314.47","8939.0","368031.0","1.41195452E8"
"2019/08/14","1337.77","-7.69","-0.57","1351.15","1353.98","1337.77","10263.0","512769.0","1.42364285E8"
"2019/08/13","1345.46","-9.91","-0.73","1342.63","1356.45","1342.25","7779.0","381414.0","1.43137658E8"
"2019/08/12","1355.37","-1.19","-0.09","1349.75","1363.36","1343.19","6389.0","326250.0","1.44080743E8"
"2019/08/09","1356.56","19.02","1.42","1347.98","1362.05","1340.17","7789.0","381442.0","1.44112E8"
"2019/08/08","1337.54","18.31","1.39","1329.86","1352.82","1324.22","11170.0","603180.0","1.42147416E8"
"2019/08/07","1319.23","-4.29","-0.32","1327.18","1330.85","1310.61","9012.0","420594.0","1.40146716E8"
"2019/08/06","1323.52","-27.78","-2.06","1330.27","1343.51","1307.95","11941.0","563764.0","1.40647287E8"
"2019/08/05","1351.30","-14.77","-1.08","1361.84","1364.89","1343.12","10816.0","495121.0","1.43560693E8"
"2019/08/02","1366.07","-1.21","-0.09","1364.65","1371.87","1345.36","8997.0","447732.0","1.45249341E8"
"2019/08/01","1367.28","1.88","0.14","1367.27","1384.34","1355.90","8960.0","356438.0","1.45421601E8"
"2019/07/31","1365.40","-8.57","-0.62","1373.93","1380.75","1365.40","8193.0","415399.0","1.45356378E8"
"2019/07/30","1373.97","6.19","0.45","1374.91","1379.05","1362.78","6744.0","349088.0","1.46346908E8"
"2019/07/29","1367.78","-27.25","-1.95","1389.64","1392.52","1358.55","8451.0","416969.0","1.45682781E8"
"2019/07/26","1395.03","-0.05","0.00","1392.75","1404.41","1390.97","10682.0","498920.0","1.48672313E8"
"2019/07/25","1395.08","4.37","0.31","1394.47","1404.70","1382.70","8510.0","489655.0","1.48599398E8"
"2019/07/24","1390.71","3.80","0.27","1386.36","1400.76","1384.27","7577.0","370108.0","1.48354351E8"
"2019/07/23","1386.91","4.63","0.33","1380.85","1388.85","1369.13","7490.0","436563.0","1.48024825E8"
"2019/07/22","1382.28","-12.16","-0.87","1390.40","1394.45","1378.06","5567.0","322563.0","1.4752566E8"
"2019/07/19","1394.44","13.04","0.94","1389.32","1398.21","1374.12","6977.0","317010.0","1.48760227E8"
"2019/07/18","1381.40","-4.90","-0.35","1379.44","1388.69","1375.47","6205.0","292937.0","1.47289923E8"
"2019/07/17","1386.30","5.00","0.36","1377.91","1388.66","1375.73","7440.0","305728.0","1.47866187E8"
"2019/07/16","1381.30","-16.72","-1.20","1400.73","1406.57","1374.94","8067.0","422993.0","1.47378072E8"
