일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2021/12/30","1731.95","-25.50","-1.45","1751.96","1756.72","1729.53","7328.0","495173.0","1.6476921E8"
"2021/12/29","1757.45","-18.08","-1.02","1759.98","1769.41","1747.69","8073.0","524133.0","1.67131448E8"
"2021/12/28","1775.53","9.13","0.52","1772.54","1775.53","1751.27","9288.0","624217.0","1.6886932E8"
"2021/12/27","1766.40","-8.28","-0.47","1779.53","1782.69","1766.17","6377.0","395557.0","1.68084911E8"
"2021/12/24","1774.68","38.10","2.19","1747.02","1777.84","1746.07","12394.0","785578.0","1.68930154E8"
"2021/12/23","1736.58","13.54","0.79","1732.40","1739.31","1726.89","6083.0","415097.0","1.6516676E8"
"2021/12/22","1723.04","22.54","1.33","1711.94","1731.24","1708.88","7458.0","443097.0","1.63958138E8"
"2021/12/21","1700.50","4.61","0.27","1706.95","1712.20","1691.04","13412.0","452421.0","1.62003872E8"
"2021/12/20","1695.89","-33.51","-1.94","1723.89","1724.90","1692.92","6892.0","427259.0","1.61648455E8"
"2021/12/17","1729.40","-1.16","-0.07","1719.13","1742.55","1714.70","7581.0","550042.0","1.64825146E8"
"2021/12/16","1730.56","10.72","0.62","1733.94","1738.24","1711.73","7357.0","425063.0","1.64948112E8"
"2021/12/15","1719.84","-14.89","-0.86","1731.01","1735.02","1716.71","6859.0","346554.0","1.63955281E8"
"2021/12/14","1734.73","-8.11","-0.47","1728.21","1750.67","1725.88","6707.0","409778.0","1.65448915E8"
"2021/12/13","1742.84","6.79","0.39","1751.43","1771.78","1741.61","11195.0","732873.0","1.65990975E8"
"2021/12/10","1736.05","3.78","0.22","1725.55","1740.62","1718.80","8438.0","521149.0","1.65364158E8"
"2021/12/09","1732.27","14.99","0.87","1720.86","1744.71","1716.98","11783.0","764102.0","1.6681665E8"
"2021/12/08","1717.28","-6.65","-0.39","1738.29","1743.78","1714.31","9199.0","583472.0","1.65434602E8"
"2021/12/07","1723.93","17.68","1.04","1706.34","1724.75","1698.53","9787.0","593068.0","1.66029705E8"
"2021/12/06","1706.25","10.08","0.59","1689.21","1711.63","1674.65","7928.0","520082.0","1.64383657E8"
"2021/12/03","1696.17","18.82","1.12","1682.68","1704.82","1678.48","10590.0","668064.0","1.6353055E8"
"2021/12/02","1677.35","36.12","2.20","1620.37","1679.95","1616.61","11482.0","744288.0","1.61795146E8"
"2021/12/01","1641.23","51.18","3.22","1611.23","1645.90","1597.82","15188.0","786285.0","1.58401124E8"
"2021/11/30","1590.05","-38.56","-2.37","1644.96","1659.74","1583.60","27722.0","1418458.0","1.53585209E8"
"2021/11/29","1628.61","-36.25","-2.18","1643.32","1648.67","1623.56","12405.0","729211.0","1.57365673E8"
"2021/11/26","1664.86","-44.68","-2.61","1703.81","1704.26","1659.59","11460.0","738114.0","1.60862386E8"
"2021/11/25","1709.54","-17.62","-1.02","1726.56","1727.95","1708.26","8119.0","459356.0","1.65118896E8"
"2021/11/24","1727.16","-13.48","-0.77","1740.38","1746.29","1718.93","8642.0","545374.0","1.66849235E8"
"2021/11/23","1740.64","-23.67","-1.34","1758.10","1760.38","1735.63","8863.0","640515.0","1.68261554E8"
"2021/11/22","1764.31","37.43","2.17","1719.22","1769.78","1712.51","11724.0","954871.0","1.70504887E8"
"2021/11/19","1726.88","13.36","0.78","1731.66","1743.25","1719.82","10152.0","677987.0","1.66788748E8"
"2021/11/18","1713.52","-24.86","-1.43","1735.21","1735.21","1713.52","10842.0","627001.0","1.65340483E8"
"2021/11/17","1738.38","-13.02","-0.74","1753.34","1754.12","1724.57","12530.0","736483.0","1.67629668E8"
"2021/11/16","1751.40","-25.70","-1.45","1764.04","1765.06","1743.96","11125.0","665445.0","1.68849107E8"
"2021/11/15","1777.10","8.16","0.46","1775.12","1782.57","1761.24","8142.0","506615.0","1.71182651E8"
"2021/11/12","1768.94","29.05","1.67","1747.27","1775.17","1744.85","9183.0","611917.0","1.70374726E8"
"2021/11/11","1739.89","-25.18","-1.43","1747.19","1753.07","1730.90","12562.0","834022.0","1.67573763E8"
"2021/11/10","1765.07","-33.92","-1.89","1784.23","1790.55","1759.39","8754.0","633177.0","1.70107873E8"
"2021/11/09","1798.99","-16.49","-0.91","1812.58","1830.86","1789.94","8313.0","608247.0","1.73468089E8"
"2021/11/08","1815.48","16.19","0.90","1801.67","1823.14","1791.68","12028.0","765393.0","1.75050036E8"
"2021/11/05","1799.29","0.07","0.00","1815.99","1817.70","1790.10","12020.0","858259.0","1.73565085E8"
"2021/11/04","1799.22","23.31","1.31","1788.80","1817.32","1787.98","12577.0","873337.0","1.73491769E8"
"2021/11/03","1775.91","-24.48","-1.36","1806.00","1807.66","1770.30","8130.0","536336.0","1.71200188E8"
"2021/11/02","1800.39","19.65","1.10","1781.24","1810.78","1781.24","9317.0","640112.0","1.73491942E8"
"2021/11/01","1780.74","-8.21","-0.46","1786.74","1793.44","1777.90","10029.0","747759.0","1.71609653E8"
"2021/10/29","1788.95","-28.04","-1.54","1828.73","1831.01","1778.10","9880.0","769721.0","1.72215147E8"
"2021/10/28","1816.99","-19.55","-1.06","1838.43","1848.66","1816.99","11652.0","843462.0","1.74705395E8"
