일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2011/12/29","2006.76","9.89","0.50","1986.25","2023.48","1975.37","7226.0","370379.0","1.70417008E8"
"2011/12/28","1996.87","-6.98","-0.35","1995.17","1997.23","1980.41","7007.0","310610.0","1.69395304E8"
"2011/12/27","2003.85","-20.81","-1.03","2022.98","2036.67","1975.85","8818.0","432297.0","1.69941385E8"
"2011/12/26","2024.66","-11.64","-0.57","2045.68","2047.16","2015.60","5438.0","279322.0","1.71520462E8"
"2011/12/23","2036.30","9.25","0.46","2043.46","2050.37","2034.32","8320.0","450457.0","1.72506346E8"
"2011/12/22","2027.05","-0.84","-0.04","2023.42","2034.65","2015.99","5556.0","283903.0","1.71656174E8"
"2011/12/21","2027.89","44.11","2.22","2034.18","2040.19","2016.90","9846.0","588805.0","1.71660329E8"
"2011/12/20","1983.78","34.41","1.77","1969.62","1997.94","1954.73","9206.0","504040.0","1.67812076E8"
"2011/12/19","1949.37","-48.99","-2.45","1997.04","1997.13","1913.50","16647.0","792717.0","1.65025364E8"
"2011/12/16","1998.36","31.40","1.60","1977.30","2008.87","1972.60","8958.0","499000.0","1.69147194E8"
"2011/12/15","1966.96","-41.30","-2.06","1987.83","1996.95","1958.88","11526.0","687419.0","1.66569411E8"
"2011/12/14","2008.26","-15.08","-0.75","2012.19","2034.02","2000.98","10100.0","553254.0","1.70029404E8"
"2011/12/13","2023.34","-48.55","-2.34","2044.58","2049.54","2019.05","12406.0","710404.0","1.71277132E8"
"2011/12/12","2071.89","9.13","0.44","2092.66","2093.14","2059.44","10735.0","632990.0","1.75349349E8"
"2011/12/09","2062.76","-50.37","-2.38","2083.65","2085.00","2057.69","8928.0","503174.0","1.7462325E8"
"2011/12/08","2113.13","-23.51","-1.10","2133.93","2140.44","2098.47","10431.0","630628.0","1.78814175E8"
"2011/12/07","2136.64","16.36","0.77","2132.63","2144.43","2121.17","10564.0","610964.0","1.8078303E8"
