Date,재고순환지표(%p),경제심리지수,기계류내수출하지수(선박제외)(2020=100), 건설수주액(실질)(십억원),수출입물가비율(2015=100),코스피(1980.1.4=100), 장단기금리차(%p),외환보유액,뉴스심리지수,원/달러,원/엔,원/위안,CD91일,WTI유,G7,G20,미장단기,거래량,종가,구리,천연가스,은,금
2019-11,-4.8,93.5,96.7,14406.7,91.0,2079.9,0.08,"407,460,269",104.01,1164.17,10.764,165.51,1.44,61.510605,98.94421,99.03495,0.17,7364.0,1372.41,2.653,2.714,18.109,1511.4
2019-12,-0.2,93.9,100.3,14365.2,90.5,2113.9,0.2,"408,816,146",105.59,1184.28,10.8685,168.45,1.53,62.210327,99.00216,99.06268,0.22,6113.0,1368.08,2.6505,2.329,16.916,1469.2
2020-01,-0.1,95.3,99.3,13396.6,89.9,2159.7,0.24,"409,652,586",102.02,1156.85,10.659,166.27,1.53,62.716709,99.04202,99.08421,0.3,7682.0,1373.93,2.825,2.122,18.046,1528.1
2020-02,-1.1,93.8,99.8,13980.0,90.4,2172.5,0.18,"409,171,436",82.04,1189.29,10.9456,169.59,1.42,69.405159,99.04587,95.34092,0.18,12821.0,1314.02,2.507,1.819,17.712,1582.4
2020-03,-4.4,85.1,97.4,12792.9,92.3,2052.4,0.21,"400,214,398",71.21,1189.11,10.9814,170.91,1.41,67.09877,97.03194,94.27997,0.26,13272.0,1194.36,2.595,1.756,16.739,1594.8
2020-04,-4.6,73.2,99.3,11704.8,95.4,1934.5,0.31,"403,982,333",80.4,1234.8,11.5328,174.18,1.1,60.716789,92.32895,89.73422,0.39,18456.0,932.77,2.1745,1.587,14.008,1591.4
2020-05,-7.3,64.5,99.4,11649.7,96.7,1867.2,0.41,"407,310,604",90.36,1222.45,11.4663,173.34,1.1,64.748131,94.11076,93.4354,0.44,16101.0,1047.71,2.3125,1.993,14.796,1713.3
2020-06,-8.8,64.3,100.4,13481.6,96.2,1983.2,0.53,"410,754,278",98.84,1222.91,11.3654,171.58,0.81,67.776794,96.56766,96.37208,0.52,16218.0,1156.36,2.4705,1.774,18.827,1750.3
2020-07,-8.1,69.4,99.0,15732.7,94.8,2098.6,0.56,"416,525,863",106.02,1201.19,11.1779,169.94,0.79,68.056366,98.00171,98.09544,0.52,16605.0,1118.17,2.734,1.671,18.218,1779.9
2020-08,-5.7,75.9,98.7,15945.3,94.8,2226.9,0.62,"418,950,799",99.47,1192.23,11.254,170.85,0.78,71.776474,98.56413,99.03845,0.45,18767.0,1213.42,2.912,2.101,24.417,1986.3
2020-09,-2.9,78.9,98.0,15129.9,95.8,2305.8,0.64,"420,545,100",99.39,1185.25,11.1867,173.63,0.63,73.201302,98.78983,99.57847,0.55,17057.0,1424.68,3.0285,2.527,28.645,1978.9
2020-10,0.0,82.8,97.4,14970.6,96.4,2359.7,0.66,"426,509,822",104.76,1156.75,10.942,170.37,0.63,73.510658,99.03697,100.0063,0.54,17711.0,1468.87,2.963,2.615,24.56,1920.1
2020-11,4.9,85.6,100.0,15719.0,96.5,2411.2,0.74,"436,377,224",112.67,1132.95,10.8168,169.27,0.63,75.556259,99.31303,100.3166,0.71,10143.0,1418.12,3.077,3.244,24.033,1892.5
2020-12,4.4,88.4,103.6,16123.0,95.9,2539.3,0.77,"443,098,121",113.35,1105.73,10.5964,168.2,0.66,81.305923,99.7131,100.6391,0.75,19173.0,1562.35,3.485,2.88,24.09,1818.9
2021-01,6.0,89.8,104.7,16606.0,94.8,2783.1,0.82,"442,727,709",114.01,1086.48,10.534,168.11,0.66,79.486771,100.0151,100.8595,0.82,33469.0,1731.68,3.5545,2.581,27.364,1946.6
2021-02,7.8,91.4,105.6,16248.1,93.6,2979.2,0.83,"447,557,482",107.14,1116.44,10.6395,172.59,0.7,74.423492,100.4072,101.069,0.98,23659.0,1960.99,3.546,2.85,29.418,1863.9
2021-03,9.7,96.7,104.1,16021.4,92.9,3071.4,0.92,"446,127,385",114.07,1125.0,10.5447,173.81,0.74,71.485222,100.836,101.2896,1.32,28259.0,1883.22,4.222,2.839,26.879,1733.6
2021-04,11.1,100.9,108.3,15774.8,93.6,3096.7,1.01,"452,309,658",119.42,1128.76,10.2027,171.9,0.75,74.45192,101.1812,101.4563,1.52,12446.0,1869.78,3.9905,2.639,24.948,1728.4
2021-05,14.3,104.0,110.7,15611.1,94.2,3122.3,1.11,"456,458,881",115.54,1119.55,10.2699,173.05,0.73,77.273109,101.4114,101.5257,1.47,18563.0,1843.21,4.5285,2.966,26.96,1791.8
2021-06,16.5,106.7,113.7,14995.5,94.2,3197.8,1.15,"454,105,865",118.42,1108.13,10.1228,173.6,0.66,78.617081,101.5584,101.5347,1.46,15223.0,1993.78,4.6225000000000005,3.0895,28.153,1905.0
2021-07,15.2,106.2,112.0,14608.7,93.4,3227.6,1.17,"458,680,900",117.3,1132.93,10.1697,175.32,0.69,77.911736,101.6129,101.45,1.23,13950.0,2022.76,4.236,3.661,26.1,1776.8
2021-08,9.0,106.2,110.1,14918.1,92.9,3232.1,1.15,"463,933,550",109.78,1150.73,10.5203,177.99,0.7,76.223267,101.5991,101.3218,1.03,7923.0,1903.47,4.433,3.935,25.575,1822.2
2021-09,2.4,104.5,107.0,14937.3,92.7,3192.9,1.09,"463,972,259",106.41,1156.03,10.5024,178.83,0.92,75.063713,101.5556,101.1815,1.11,10840.0,1879.97,4.278,4.615,24.221,1816.0
2021-10,-4.0,105.1,103.7,15197.6,91.5,3104.7,1.17,"469,207,742",104.44,1179.47,10.6252,183.05,1.04,72.428391,101.4939,101.045,1.21,10141.0,1722.25,4.1885,5.619,22.536,1758.4
2021-11,-8.8,105.5,102.3,14341.0,90.3,3032.0,1.27,"463,907,617",110.79,1177.21,10.3276,184.03,1.12,73.223587,101.4117,100.8958,1.08,10029.0,1780.74,4.3935,5.186,24.073,1795.8
2021-12,-9.7,105.5,104.6,14391.6,89.6,2980.9,1.25,"463,118,362",111.48,1176.93,10.4338,184.79,1.26,72.683693,101.2929,100.7403,0.87,15188.0,1641.23,4.2475,4.258,22.339,1784.3
2022-01,-8.6,105.5,107.8,15161.4,89.0,2939.5,1.15,"461,526,656",103.28,1197.49,10.3081,187.9,1.3,81.823387,101.1193,100.5678,0.85,5761.0,1740.03,4.475,3.717,23.056,1814.6
2022-02,-8.3,105.3,107.0,15581.5,87.6,2859.4,1.11,"461,766,293",103.65,1199.44,10.4302,188.55,1.5,80.193466,100.8854,100.3766,0.63,9036.0,1601.52,4.471,4.888,22.375,1804.1
2022-03,-8.3,105.0,104.9,16655.4,85.7,2762.8,1.24,"457,810,337",103.64,1203.17,10.4143,190.34,1.5,74.348351,100.5951,100.1699,0.41,9879.0,1537.13,4.6655,4.762,25.19,1922.3
2022-04,-10.0,105.0,102.9,15635.0,85.2,2708.6,1.49,"449,297,713",104.68,1219.73,9.9554,191.67,1.51,74.076935,100.2715,99.95519,-0.05,8824.0,1561.68,4.6885,5.72,24.654,1923.7
2022-05,-10.2,105.4,105.2,16054.0,85.2,2676.7,1.64,"447,711,119",103.2,1266.7,9.7373,191.79,1.72,73.302345,99.92796,99.73103,0.26,6718.0,1609.62,4.268,7.475,22.584,1863.6
2022-06,-13.4,105.1,108.0,16576.9,85.7,2602.2,1.82,"438,278,346",84.61,1240.32,9.5519,186.21,1.96,77.290192,99.59221,99.51463,0.28,8412.0,1619.7,4.5525,8.485,22.275,1871.4
2022-07,-15.1,102.4,109.8,17611.9,85.7,2488.7,1.65,"438,605,367",91.38,1298.66,9.6041,193.74,2.05,79.922768,99.29908,99.32175,0.04,8630.0,1479.7,3.604,5.73,19.667,1801.5
2022-08,-14.9,99.9,112.3,17547.7,85.7,2439.1,1.43,"436,432,145",97.92,1307.07,9.9311,193.1,2.73,79.556778,99.0655,99.16531,-0.3,6406.0,1576.96,3.5425,8.283,20.362,1787.7
2022-09,-10.2,98.4,111.9,17969.6,85.5,2392.1,1.26,"416,766,652",86.14,1355.77,9.6699,196.29,2.92,78.281525,98.88746,99.04377,-0.25,8720.0,1552.16,3.4065,9.262,17.666,1709.3
2022-10,-6.2,97.6,113.0,14955.5,85.2,2347.9,1.26,"414,005,699",80.15,1415.7,9.8219,198.85,3.28,70.472969,98.77079,98.96307,-0.45,8932.0,1433.22,3.49,6.837,21.099,1730.5
2022-11,-7.5,94.9,113.3,13505.5,85.0,2327.3,1.2,"416,104,905",88.53,1416.0,9.5544,194.55,3.97,72.813797,98.71222,98.92802,-0.47,6794.0,1392.69,3.4725,5.714,19.667,1649.7
2022-12,-10.4,92.7,115.4,10568.5,85.2,2336.4,0.84,"423,163,664",83.39,1304.21,9.6374,185.09,4.03,76.77343,98.70276,98.93524,-0.72,8411.0,1435.74,3.8175,6.738,22.841,1815.2
2023-01,-15.4,90.9,111.2,13969.7,85.1,2380.4,0.45,"429,967,671",93.79,1269.02,9.705,183.92,3.98,78.25458900000001,98.72142,98.97138,-0.61,10487.0,1343.91,3.79525,4.2735,24.328,1835.8
2023-02,-16.2,91.1,106.9,14725.6,84.6,2391.3,0.18,"425,286,150",97.48,1221.78,9.478,181.26,3.59,74.513809,98.74073,99.02458,-0.7,9732.0,1439.49,4.111,2.468,23.609,1927.8
2023-03,-16.5,91.1,101.0,14189.9,84.4,2410.1,0.07,"426,069,328",94.17,1310.95,9.5838,189.49,3.61,73.301552,98.74761,99.0812,-0.88,14870.0,1488.62,4.076,2.765,20.766,1840.5
2023-04,-16.9,92.3,101.5,10336.9,84.3,2463.7,-0.05,"426,683,640",95.03,1307.89,9.8813,190.23,3.59,74.881462,98.74418,99.1351,-0.54,9171.0,1487.66,4.0455,2.097,24.021,1983.9
